transaction_id,unit_id,product_id,store_id,transaction_date,age_at_sale_days,final_sale_price,transaction_type
56,,89,3,2020-08-23,,46.8,Sale
57,,95,4,2020-08-23,,46.8,Sale
58,,114,2,2020-08-23,,22.8,Sale
59,,117,2,2020-08-24,,22.8,Sale
60,,111,3,2020-08-24,,46.8,Sale
61,,104,1,2020-08-25,,58.8,Sale
62,,94,2,2020-08-26,,58.8,Sale
63,,117,2,2020-08-26,,22.8,Sale
64,,111,4,2020-08-27,,46.8,Sale
65,,84,2,2020-08-27,,58.8,Sale
66,,84,4,2020-08-28,,58.8,Sale
67,,77,2,2020-08-28,,46.8,Sale
68,,75,4,2020-08-28,,46.8,Sale
69,,114,3,2020-08-28,,22.8,Sale
70,,72,3,2020-08-28,,58.8,Sale
71,,102,1,2020-08-29,,58.8,Sale
72,,90,2,2020-08-29,,58.8,Sale
73,,73,3,2020-08-29,,46.8,Sale
74,,81,1,2020-08-29,,46.8,Sale
75,,101,1,2020-08-30,,46.8,Sale
76,,103,3,2020-08-31,,46.8,Sale
77,,89,2,2020-08-31,,46.8,Sale
78,,77,4,2020-08-31,,46.8,Sale
79,,115,2,2020-09-01,,46.8,Sale
80,,77,3,2020-09-01,,46.8,Sale
81,,95,1,2020-09-01,,46.8,Sale
82,,93,1,2020-09-02,,46.8,Sale
83,,112,2,2020-09-02,,58.8,Sale
84,,116,4,2020-09-02,,22.8,Sale
85,,115,4,2020-09-03,,46.8,Sale
86,,73,3,2020-09-03,,46.8,Sale
87,,81,2,2020-09-03,,46.8,Sale
88,,97,2,2020-09-03,,46.8,Sale
89,,118,4,2020-09-03,,298.8,Sale
90,,77,3,2020-09-03,,46.8,Sale
91,,115,1,2020-09-04,,46.8,Sale
92,,112,1,2020-09-04,,58.8,Sale
93,,118,3,2020-09-04,,298.8,Sale
94,,117,3,2020-09-04,,22.8,Sale
95,,114,4,2020-09-05,,22.8,Sale
96,,105,4,2020-09-05,,46.8,Sale
97,,94,3,2020-09-05,,58.8,Sale
98,,78,3,2020-09-06,,58.8,Sale
99,,79,2,2020-09-06,,46.8,Sale
100,,72,4,2020-09-06,,58.8,Sale
101,,77,3,2020-09-06,,46.8,Sale
102,,90,2,2020-09-07,,58.8,Sale
103,,91,3,2020-09-08,,46.8,Sale
104,,100,2,2020-09-08,,58.8,Sale
105,,113,4,2020-09-08,,46.8,Sale
106,,116,2,2020-09-08,,22.8,Sale
107,,80,4,2020-09-09,,58.8,Sale
108,,116,4,2020-09-10,,22.8,Sale
109,,84,2,2020-09-11,,58.8,Sale
110,,89,4,2020-09-11,,46.8,Sale
111,,98,4,2020-09-11,,58.8,Sale
112,,79,4,2020-09-12,,46.8,Sale
113,,74,3,2020-09-12,,58.8,Sale
114,,93,3,2020-09-13,,46.8,Sale
115,,89,2,2020-09-13,,46.8,Sale
116,,88,2,2020-09-13,,58.8,Sale
117,,96,3,2020-09-13,,58.8,Sale
118,,81,4,2020-09-14,,46.8,Sale
119,,118,2,2020-09-14,,298.8,Sale
120,,116,1,2020-09-14,,22.8,Sale
121,,116,3,2020-09-14,,22.8,Sale
122,,118,1,2020-09-15,,298.8,Sale
123,,85,4,2020-09-15,,46.8,Sale
124,,97,4,2020-09-15,,46.8,Sale
125,,103,2,2020-09-15,,46.8,Sale
126,,88,4,2020-09-16,,58.8,Sale
127,,113,3,2020-09-16,,46.8,Sale
128,,103,2,2020-09-16,,46.8,Sale
129,,101,3,2020-09-17,,46.8,Sale
130,,87,2,2020-09-17,,46.8,Sale
131,,111,3,2020-09-17,,46.8,Sale
132,,98,4,2020-09-18,,58.8,Sale
133,,106,2,2020-09-18,,58.8,Sale
134,,85,2,2020-09-18,,46.8,Sale
135,,86,3,2020-09-19,,58.8,Sale
136,,102,3,2020-09-19,,58.8,Sale
137,,109,4,2020-09-20,,46.8,Sale
138,,78,1,2020-09-20,,58.8,Sale
139,,97,3,2020-09-20,,46.8,Sale
140,,96,1,2020-09-20,,58.8,Sale
141,,108,2,2020-09-22,,58.8,Sale
142,,73,2,2020-09-22,,46.8,Sale
143,,76,2,2020-09-22,,58.8,Sale
144,,84,3,2020-09-22,,58.8,Sale
145,,110,1,2020-09-22,,58.8,Sale
146,,79,4,2020-09-23,,46.8,Sale
147,,97,2,2020-09-23,,46.8,Sale
148,,98,2,2020-09-23,,58.8,Sale
149,,99,3,2020-09-23,,46.8,Sale
150,,102,4,2020-09-23,,58.8,Sale
151,,98,3,2020-09-24,,58.8,Sale
152,,118,4,2020-09-24,,298.8,Sale
153,,113,4,2020-09-24,,46.8,Sale
154,,102,1,2020-09-24,,58.8,Sale
155,,115,4,2020-09-25,,46.8,Sale
156,,115,3,2020-09-26,,46.8,Sale
157,,90,4,2020-09-27,,58.8,Sale
158,,93,4,2020-09-27,,46.8,Sale
159,,110,1,2020-09-27,,58.8,Sale
160,,110,1,2020-09-28,,58.8,Sale
161,,83,4,2020-09-28,,46.8,Sale
162,,92,2,2020-09-29,,58.8,Sale
163,,103,4,2020-09-29,,46.8,Sale
164,,87,2,2020-09-30,,46.8,Sale
165,,73,1,2020-10-02,,46.8,Sale
166,,112,3,2020-10-02,,58.8,Sale
167,,99,1,2020-10-03,,46.8,Sale
168,,85,4,2020-10-04,,46.8,Sale
169,,74,3,2020-10-04,,58.8,Sale
170,,102,2,2020-10-04,,58.8,Sale
171,,81,4,2020-10-04,,46.8,Sale
172,,92,4,2020-10-04,,58.8,Sale
173,,118,1,2020-10-04,,298.8,Sale
174,,75,4,2020-10-04,,46.8,Sale
175,,107,2,2020-10-04,,46.8,Sale
176,,98,3,2020-10-05,,58.8,Sale
177,,118,2,2020-10-05,,298.8,Sale
178,,85,3,2020-10-05,,46.8,Sale
179,,84,2,2020-10-07,,58.8,Sale
180,,96,1,2020-10-07,,58.8,Sale
181,,85,4,2020-10-07,,46.8,Sale
182,,74,3,2020-10-08,,58.8,Sale
183,,80,1,2020-10-08,,58.8,Sale
184,,75,1,2020-10-08,,46.8,Sale
185,,100,2,2020-10-08,,58.8,Sale
186,,103,1,2020-10-09,,46.8,Sale
187,,107,1,2020-10-09,,46.8,Sale
188,,116,3,2020-10-09,,22.8,Sale
189,,97,4,2020-10-09,,46.8,Sale
190,,87,3,2020-10-09,,46.8,Sale
191,,104,1,2020-10-10,,58.8,Sale
192,,113,1,2020-10-11,,46.8,Sale
193,,101,3,2020-10-11,,46.8,Sale
194,,109,1,2020-10-11,,46.8,Sale
195,,111,4,2020-10-11,,46.8,Sale
196,,83,3,2020-10-11,,46.8,Sale
197,,77,4,2020-10-12,,46.8,Sale
198,,92,2,2020-10-12,,58.8,Sale
199,,102,3,2020-10-12,,58.8,Sale
200,,85,1,2020-10-12,,46.8,Sale
201,,118,1,2020-10-12,,298.8,Sale
202,,93,1,2020-10-14,,46.8,Sale
203,,89,2,2020-10-14,,46.8,Sale
204,,89,4,2020-10-15,,46.8,Sale
205,,80,4,2020-10-15,,58.8,Sale
206,,76,1,2020-10-15,,58.8,Sale
207,,83,3,2020-10-16,,46.8,Sale
208,,91,2,2020-10-16,,46.8,Sale
209,,116,2,2020-10-16,,22.8,Sale
210,,117,4,2020-10-16,,22.8,Sale
211,6221.0,1,1,2020-10-18,394.0,575.94,Sale
211,,114,1,2020-10-18,,22.8,Sale
212,,80,4,2020-10-19,,58.8,Sale
213,,87,2,2020-10-19,,46.8,Sale
214,,96,2,2020-10-20,,58.8,Sale
215,,103,3,2020-10-20,,46.8,Sale
216,,73,2,2020-10-21,,46.8,Sale
217,,92,1,2020-10-22,,58.8,Sale
218,,104,2,2020-10-22,,58.8,Sale
219,,98,4,2020-10-22,,58.8,Sale
220,,111,3,2020-10-23,,46.8,Sale
221,,102,4,2020-10-23,,58.8,Sale
222,,99,1,2020-10-23,,46.8,Sale
223,,81,4,2020-10-24,,46.8,Sale
224,,80,3,2020-10-24,,58.8,Sale
225,,73,3,2020-10-24,,46.8,Sale
226,,117,2,2020-10-25,,22.8,Sale
227,,93,1,2020-10-25,,46.8,Sale
228,,74,2,2020-10-26,,58.8,Sale
229,,104,3,2020-10-26,,58.8,Sale
230,,102,1,2020-10-27,,58.8,Sale
231,,98,4,2020-10-27,,58.8,Sale
232,,87,1,2020-10-27,,46.8,Sale
233,,99,4,2020-10-28,,46.8,Sale
234,,97,3,2020-10-29,,46.8,Sale
235,,81,3,2020-10-29,,46.8,Sale
236,,85,1,2020-10-29,,46.8,Sale
237,,83,3,2020-10-30,,46.8,Sale
238,,93,2,2020-10-30,,46.8,Sale
239,,90,3,2020-10-31,,58.8,Sale
240,,93,2,2020-10-31,,46.8,Sale
241,,92,1,2020-10-31,,58.8,Sale
242,,73,2,2020-10-31,,46.8,Sale
243,,82,3,2020-11-01,,58.8,Sale
244,,98,4,2020-11-01,,58.8,Sale
245,,112,1,2020-11-01,,58.8,Sale
246,,79,1,2020-11-01,,46.8,Sale
247,,88,4,2020-11-02,,58.8,Sale
248,,113,1,2020-11-02,,46.8,Sale
249,,111,4,2020-11-02,,46.8,Sale
250,,85,2,2020-11-02,,46.8,Sale
251,,100,3,2020-11-03,,58.8,Sale
252,,93,2,2020-11-03,,46.8,Sale
253,,117,3,2020-11-03,,22.8,Sale
254,,97,2,2020-11-03,,46.8,Sale
255,,104,3,2020-11-04,,58.8,Sale
256,,86,4,2020-11-04,,58.8,Sale
257,,118,2,2020-11-05,,298.8,Sale
258,,80,2,2020-11-05,,58.8,Sale
259,,84,4,2020-11-05,,58.8,Sale
260,,107,1,2020-11-05,,46.8,Sale
261,2631.0,4,3,2020-11-06,413.0,674.98,Sale
262,,72,3,2020-11-06,,58.8,Sale
263,,98,3,2020-11-06,,58.8,Sale
264,,89,3,2020-11-07,,46.8,Sale
265,,108,1,2020-11-07,,58.8,Sale
266,,77,3,2020-11-08,,46.8,Sale
267,,95,4,2020-11-08,,46.8,Sale
268,,111,2,2020-11-08,,46.8,Sale
269,,75,3,2020-11-09,,46.8,Sale
270,,74,3,2020-11-11,,58.8,Sale
271,,101,1,2020-11-11,,46.8,Sale
272,,93,1,2020-11-11,,46.8,Sale
273,,85,4,2020-11-11,,46.8,Sale
274,,105,3,2020-11-11,,46.8,Sale
275,,93,4,2020-11-12,,46.8,Sale
276,,115,4,2020-11-12,,46.8,Sale
277,,88,4,2020-11-12,,58.8,Sale
278,,86,3,2020-11-12,,58.8,Sale
279,,76,1,2020-11-12,,58.8,Sale
280,,92,1,2020-11-13,,58.8,Sale
281,,94,4,2020-11-13,,58.8,Sale
282,,96,4,2020-11-13,,58.8,Sale
283,,116,4,2020-11-13,,22.8,Sale
284,,77,3,2020-11-13,,46.8,Sale
285,,72,4,2020-11-14,,58.8,Sale
286,,112,3,2020-11-15,,58.8,Sale
287,,98,3,2020-11-15,,58.8,Sale
288,,100,4,2020-11-15,,58.8,Sale
289,,113,4,2020-11-16,,46.8,Sale
290,,78,1,2020-11-16,,58.8,Sale
291,,73,1,2020-11-16,,46.8,Sale
292,,101,1,2020-11-17,,46.8,Sale
293,,115,4,2020-11-17,,46.8,Sale
294,,118,4,2020-11-18,,298.8,Sale
295,899.0,5,3,2020-11-19,426.0,918.37,Sale
295,,74,3,2020-11-19,,58.8,Sale
296,,104,2,2020-11-19,,58.8,Sale
297,,98,3,2020-11-19,,58.8,Sale
298,,104,1,2020-11-19,,58.8,Sale
299,,106,2,2020-11-20,,58.8,Sale
300,,75,3,2020-11-21,,46.8,Sale
301,,80,3,2020-11-22,,58.8,Sale
302,,110,3,2020-11-22,,58.8,Sale
303,,106,3,2020-11-23,,58.8,Sale
304,,84,1,2020-11-23,,58.8,Sale
305,,86,1,2020-11-24,,58.8,Sale
306,,88,2,2020-11-24,,58.8,Sale
307,,107,1,2020-11-24,,46.8,Sale
308,,113,2,2020-11-25,,46.8,Sale
309,,87,4,2020-11-25,,46.8,Sale
310,,86,1,2020-11-25,,58.8,Sale
311,,73,2,2020-11-25,,46.8,Sale
312,,110,2,2020-11-27,,58.8,Sale
313,,73,3,2020-11-27,,46.8,Sale
314,,87,3,2020-11-27,,46.8,Sale
315,,83,3,2020-11-27,,46.8,Sale
316,,99,1,2020-11-27,,46.8,Sale
317,,107,4,2020-11-27,,46.8,Sale
318,,107,4,2020-11-27,,46.8,Sale
319,,78,2,2020-11-27,,58.8,Sale
320,,73,3,2020-11-27,,46.8,Sale
321,,110,3,2020-11-28,,58.8,Sale
322,,75,4,2020-11-28,,46.8,Sale
323,,113,2,2020-11-29,,46.8,Sale
324,,82,4,2020-11-29,,58.8,Sale
325,,93,2,2020-11-30,,46.8,Sale
326,,99,3,2020-11-30,,46.8,Sale
327,,98,1,2020-11-30,,58.8,Sale
328,,74,1,2020-11-30,,58.8,Sale
329,,72,4,2020-11-30,,58.8,Sale
330,,85,4,2020-12-01,,46.8,Sale
331,,83,1,2020-12-01,,46.8,Sale
332,,103,1,2020-12-02,,46.8,Sale
333,,108,4,2020-12-02,,58.8,Sale
334,,104,3,2020-12-03,,58.8,Sale
335,,75,1,2020-12-03,,46.8,Sale
336,5203.0,9,2,2020-12-04,441.0,939.28,Sale
336,,77,2,2020-12-04,,46.8,Sale
337,,110,2,2020-12-04,,58.8,Sale
338,,78,4,2020-12-05,,58.8,Sale
339,,111,4,2020-12-05,,46.8,Sale
340,,115,3,2020-12-05,,46.8,Sale
341,,90,1,2020-12-06,,58.8,Sale
342,,94,1,2020-12-06,,58.8,Sale
343,,99,2,2020-12-07,,46.8,Sale
344,,72,4,2020-12-07,,58.8,Sale
345,,114,1,2020-12-08,,22.8,Sale
346,,102,4,2020-12-09,,58.8,Sale
347,,83,3,2020-12-09,,46.8,Sale
348,7629.0,3,1,2020-12-10,447.0,541.06,Sale
348,,116,1,2020-12-10,,22.8,Sale
348,,72,1,2020-12-10,,58.8,Sale
349,,116,3,2020-12-10,,22.8,Sale
350,,85,3,2020-12-10,,46.8,Sale
351,,112,2,2020-12-10,,58.8,Sale
352,,101,1,2020-12-11,,46.8,Sale
353,,81,3,2020-12-11,,46.8,Sale
354,,115,4,2020-12-11,,46.8,Sale
355,,117,3,2020-12-11,,22.8,Sale
356,,73,1,2020-12-11,,46.8,Sale
357,,112,3,2020-12-12,,58.8,Sale
358,,117,3,2020-12-12,,22.8,Sale
359,,105,1,2020-12-12,,46.8,Sale
360,,81,4,2020-12-12,,46.8,Sale
361,4347.0,6,4,2020-12-14,451.0,1048.56,Sale
361,,114,4,2020-12-14,,22.8,Sale
361,,74,4,2020-12-14,,58.8,Sale
362,8310.0,9,1,2020-12-14,451.0,1143.6,Sale
363,,98,4,2020-12-14,,58.8,Sale
364,,102,4,2020-12-15,,58.8,Sale
365,,101,4,2020-12-16,,46.8,Sale
366,,88,4,2020-12-17,,58.8,Sale
367,,97,4,2020-12-17,,46.8,Sale
368,8303.0,7,4,2020-12-18,455.0,720.57,Sale
368,,76,4,2020-12-18,,58.8,Sale
368,,118,4,2020-12-18,,298.8,Sale
369,,104,1,2020-12-18,,58.8,Sale
370,,99,4,2020-12-18,,46.8,Sale
371,,82,3,2020-12-18,,58.8,Sale
372,,112,2,2020-12-20,,58.8,Sale
373,,84,1,2020-12-20,,58.8,Sale
374,,115,4,2020-12-20,,46.8,Sale
375,,98,3,2020-12-20,,58.8,Sale
376,,79,1,2020-12-20,,46.8,Sale
377,,79,1,2020-12-20,,46.8,Sale
378,,110,1,2020-12-21,,58.8,Sale
379,,110,2,2020-12-21,,58.8,Sale
380,,99,1,2020-12-21,,46.8,Sale
381,,82,4,2020-12-21,,58.8,Sale
382,,82,2,2020-12-21,,58.8,Sale
383,,101,4,2020-12-22,,46.8,Sale
384,,94,4,2020-12-22,,58.8,Sale
385,,113,4,2020-12-22,,46.8,Sale
386,,100,4,2020-12-22,,58.8,Sale
387,,105,4,2020-12-22,,46.8,Sale
388,,108,1,2020-12-23,,58.8,Sale
389,,96,2,2020-12-23,,58.8,Sale
390,2971.0,3,1,2020-12-24,461.0,669.85,Sale
390,,114,1,2020-12-24,,22.8,Sale
391,,73,1,2020-12-24,,46.8,Sale
392,,80,3,2020-12-24,,58.8,Sale
393,2098.0,1,1,2020-12-25,462.0,366.54,Sale
393,,118,1,2020-12-25,,298.8,Sale
393,,116,1,2020-12-25,,22.8,Sale
394,,86,4,2020-12-25,,58.8,Sale
395,,91,4,2020-12-25,,46.8,Sale
396,,91,1,2020-12-25,,46.8,Sale
397,,95,4,2020-12-25,,46.8,Sale
398,,114,1,2020-12-25,,22.8,Sale
399,8476.0,11,4,2020-12-26,43.0,545.13,Sale
400,,98,4,2020-12-26,,58.8,Sale
401,,115,2,2020-12-26,,46.8,Sale
402,2291.0,5,3,2020-12-27,464.0,741.86,Sale
403,,91,4,2020-12-27,,46.8,Sale
404,,88,2,2020-12-27,,58.8,Sale
405,,104,4,2020-12-27,,58.8,Sale
406,,74,3,2020-12-27,,58.8,Sale
407,,86,2,2020-12-28,,58.8,Sale
408,,73,2,2020-12-28,,46.8,Sale
409,,88,1,2020-12-29,,58.8,Sale
410,,106,4,2020-12-30,,58.8,Sale
411,,104,3,2020-12-30,,58.8,Sale
412,,74,2,2020-12-30,,58.8,Sale
413,,75,3,2020-12-31,,46.8,Sale
414,,72,2,2020-12-31,,58.8,Sale
415,,95,4,2020-12-31,,46.8,Sale
416,,79,4,2020-12-31,,46.8,Sale
417,,77,4,2020-12-31,,46.8,Sale
418,,106,4,2021-01-01,,58.8,Sale
419,,104,3,2021-01-01,,58.8,Sale
420,,106,2,2021-01-01,,58.8,Sale
421,,78,3,2021-01-01,,58.8,Sale
422,,82,3,2021-01-01,,58.8,Sale
423,,97,1,2021-01-01,,46.8,Sale
424,,86,3,2021-01-02,,58.8,Sale
425,,116,1,2021-01-02,,22.8,Sale
426,,91,4,2021-01-02,,46.8,Sale
427,,99,2,2021-01-02,,46.8,Sale
428,,113,3,2021-01-03,,46.8,Sale
429,,114,3,2021-01-03,,22.8,Sale
430,,105,2,2021-01-03,,46.8,Sale
431,,95,2,2021-01-03,,46.8,Sale
432,,95,2,2021-01-03,,46.8,Sale
433,,93,1,2021-01-03,,46.8,Sale
434,,93,4,2021-01-04,,46.8,Sale
435,,100,1,2021-01-05,,58.8,Sale
436,,106,2,2021-01-05,,58.8,Sale
437,,117,4,2021-01-06,,22.8,Sale
438,,103,3,2021-01-06,,46.8,Sale
439,,105,2,2021-01-06,,46.8,Sale
440,,117,3,2021-01-06,,22.8,Sale
441,,113,4,2021-01-07,,46.8,Sale
442,,114,1,2021-01-07,,22.8,Sale
443,,99,2,2021-01-08,,46.8,Sale
444,,106,4,2021-01-08,,58.8,Sale
445,,86,1,2021-01-08,,58.8,Sale
446,,74,3,2021-01-08,,58.8,Sale
447,,90,3,2021-01-09,,58.8,Sale
448,,87,1,2021-01-09,,46.8,Sale
449,,87,2,2021-01-10,,46.8,Sale
450,,111,4,2021-01-10,,46.8,Sale
451,,74,3,2021-01-11,,58.8,Sale
452,,99,4,2021-01-11,,46.8,Sale
453,,107,2,2021-01-11,,46.8,Sale
454,,74,1,2021-01-11,,58.8,Sale
455,,112,4,2021-01-12,,58.8,Sale
456,,80,2,2021-01-12,,58.8,Sale
457,,107,2,2021-01-12,,46.8,Sale
458,,92,1,2021-01-13,,58.8,Sale
459,,86,2,2021-01-13,,58.8,Sale
460,,106,3,2021-01-13,,58.8,Sale
461,,116,1,2021-01-13,,22.8,Sale
462,,73,1,2021-01-14,,46.8,Sale
463,,94,3,2021-01-15,,58.8,Sale
464,,82,2,2021-01-16,,58.8,Sale
465,,91,3,2021-01-16,,46.8,Sale
466,,81,3,2021-01-16,,46.8,Sale
467,,84,3,2021-01-17,,58.8,Sale
468,,72,1,2021-01-17,,58.8,Sale
469,,77,1,2021-01-18,,46.8,Sale
470,,74,3,2021-01-19,,58.8,Sale
471,,104,4,2021-01-19,,58.8,Sale
472,,107,4,2021-01-19,,46.8,Sale
473,,102,1,2021-01-20,,58.8,Sale
474,,93,2,2021-01-20,,46.8,Sale
475,,101,1,2021-01-20,,46.8,Sale
476,,111,1,2021-01-21,,46.8,Sale
477,,85,3,2021-01-21,,46.8,Sale
478,,81,2,2021-01-21,,46.8,Sale
479,,72,3,2021-01-21,,58.8,Sale
480,6425.0,8,2,2021-01-22,490.0,803.68,Sale
481,9619.0,1,2,2021-01-22,490.0,436.43,Sale
482,,116,3,2021-01-23,,22.8,Sale
483,,86,4,2021-01-23,,58.8,Sale
484,,109,4,2021-01-23,,46.8,Sale
485,,93,2,2021-01-23,,46.8,Sale
486,6861.0,13,2,2021-01-24,93.0,671.2,Sale
486,,114,2,2021-01-24,,22.8,Sale
487,,100,1,2021-01-24,,58.8,Sale
488,,92,2,2021-01-24,,58.8,Sale
489,,83,1,2021-01-24,,46.8,Sale
490,,103,2,2021-01-24,,46.8,Sale
491,,114,2,2021-01-24,,22.8,Sale
492,,77,2,2021-01-25,,46.8,Sale
493,,109,4,2021-01-25,,46.8,Sale
494,,110,1,2021-01-27,,58.8,Sale
495,,98,1,2021-01-27,,58.8,Sale
496,,94,1,2021-01-27,,58.8,Sale
497,,109,3,2021-01-27,,46.8,Sale
498,,74,2,2021-01-28,,58.8,Sale
499,,85,2,2021-01-28,,46.8,Sale
500,,104,4,2021-01-28,,58.8,Sale
501,7337.0,15,2,2021-01-29,98.0,309.6,Sale
502,,99,1,2021-01-29,,46.8,Sale
503,,75,1,2021-01-29,,46.8,Sale
504,,76,3,2021-01-29,,58.8,Sale
505,,72,3,2021-01-29,,58.8,Sale
506,,80,3,2021-01-29,,58.8,Sale
507,,97,4,2021-01-30,,46.8,Sale
508,,72,4,2021-01-30,,58.8,Sale
509,,94,1,2021-02-01,,58.8,Sale
510,,78,1,2021-02-01,,58.8,Sale
511,,80,3,2021-02-01,,58.8,Sale
512,9486.0,7,4,2021-02-02,501.0,690.48,Sale
512,,77,4,2021-02-02,,46.8,Sale
513,,104,2,2021-02-02,,58.8,Sale
514,,110,1,2021-02-02,,58.8,Sale
515,,104,2,2021-02-03,,58.8,Sale
516,,111,2,2021-02-03,,46.8,Sale
517,,77,2,2021-02-03,,46.8,Sale
518,6673.0,5,1,2021-02-04,503.0,881.84,Sale
519,,84,1,2021-02-04,,58.8,Sale
520,,74,4,2021-02-04,,58.8,Sale
521,,96,2,2021-02-04,,58.8,Sale
522,849.0,3,2,2021-02-05,504.0,543.0,Sale
523,3351.0,9,4,2021-02-05,504.0,933.92,Sale
524,,90,3,2021-02-05,,58.8,Sale
525,,106,4,2021-02-05,,58.8,Sale
526,,84,1,2021-02-05,,58.8,Sale
527,,118,3,2021-02-05,,298.8,Sale
528,5544.0,8,3,2021-02-06,505.0,796.26,Sale
528,,114,3,2021-02-06,,22.8,Sale
529,,90,1,2021-02-06,,58.8,Sale
530,,77,4,2021-02-06,,46.8,Sale
531,,78,2,2021-02-06,,58.8,Sale
532,,98,2,2021-02-06,,58.8,Sale
533,,113,1,2021-02-06,,46.8,Sale
534,,93,3,2021-02-06,,46.8,Sale
535,,84,4,2021-02-06,,58.8,Sale
536,,107,1,2021-02-06,,46.8,Sale
537,,112,4,2021-02-07,,58.8,Sale
538,,104,4,2021-02-07,,58.8,Sale
539,,117,2,2021-02-08,,22.8,Sale
540,,78,4,2021-02-08,,58.8,Sale
541,8085.0,6,1,2021-02-09,508.0,864.41,Sale
541,,75,1,2021-02-09,,46.8,Sale
542,8728.0,3,1,2021-02-09,508.0,428.38,Sale
543,,84,1,2021-02-09,,58.8,Sale
544,,99,3,2021-02-10,,46.8,Sale
545,,104,4,2021-02-10,,58.8,Sale
546,7577.0,5,3,2021-02-11,510.0,891.49,Sale
547,,88,3,2021-02-11,,58.8,Sale
548,,88,1,2021-02-11,,58.8,Sale
549,,84,3,2021-02-11,,58.8,Sale
550,,74,4,2021-02-11,,58.8,Sale
551,4030.0,4,1,2021-02-12,511.0,783.43,Sale
552,,76,3,2021-02-12,,58.8,Sale
553,,89,2,2021-02-12,,46.8,Sale
554,3428.0,1,2,2021-02-14,513.0,543.98,Sale
555,4032.0,9,1,2021-02-14,513.0,765.95,Sale
556,4818.0,20,1,2021-02-14,93.0,1072.34,Sale
556,,83,1,2021-02-14,,46.8,Sale
556,,82,1,2021-02-14,,58.8,Sale
557,,91,2,2021-02-14,,46.8,Sale
558,,113,2,2021-02-14,,46.8,Sale
559,,117,4,2021-02-15,,22.8,Sale
560,,97,3,2021-02-15,,46.8,Sale
561,,92,2,2021-02-16,,58.8,Sale
562,,105,3,2021-02-16,,46.8,Sale
563,,107,2,2021-02-17,,46.8,Sale
564,,73,2,2021-02-17,,46.8,Sale
565,,81,1,2021-02-17,,46.8,Sale
566,7274.0,9,3,2021-02-18,517.0,902.78,Sale
566,,76,3,2021-02-18,,58.8,Sale
566,,118,3,2021-02-18,,298.8,Sale
567,,117,2,2021-02-18,,22.8,Sale
568,,73,4,2021-02-18,,46.8,Sale
569,,88,3,2021-02-19,,58.8,Sale
570,,99,1,2021-02-19,,46.8,Sale
571,3606.0,8,2,2021-02-20,519.0,790.88,Sale
572,9187.0,2,3,2021-02-20,519.0,589.17,Sale
573,,108,3,2021-02-20,,58.8,Sale
574,,86,3,2021-02-20,,58.8,Sale
