unit_id,product_id,store_id,acquisition_date,grade,acquisition_price,status
136,48,3,2024-06-02,B,598.14,Sold
137,69,1,2024-11-05,B,867.55,In Stock
138,15,3,2024-09-21,A,256.29,Sold
139,57,3,2024-10-19,B,735.65,Sold
140,13,2,2024-01-10,A,249.99,Sold
141,6,3,2023-02-17,A,427.29,Sold
142,35,1,2024-06-12,B,496.44,Sold
143,21,1,2023-03-04,C,397.36,Sold
144,21,1,2023-09-05,A,489.72,Sold
145,27,2,2025-01-06,A,339.74,Sold
146,42,2,2023-11-09,D,312.16,In Stock
147,5,3,2024-10-08,A,248.39,Sold
148,53,2,2024-03-20,C,635.4,In Stock
149,56,2,2024-02-11,B,962.72,Sold
150,47,1,2023-08-27,C,613.67,Sold
151,47,1,2023-09-22,A,860.93,Sold
152,33,2,2023-05-19,A,542.52,Sold
153,4,3,2025-07-07,A,174.57,Sold
154,16,3,2025-02-02,B,229.39,Sold
155,57,1,2024-04-29,B,1047.55,Sold
156,45,1,2025-02-04,C,456.93,Sold
157,34,3,2024-11-05,B,402.17,Sold
158,8,2,2024-08-07,B,255.63,Sold
159,52,3,2024-10-27,B,436.93,In Stock
160,34,1,2023-01-31,B,620.66,In Stock
161,57,1,2025-01-21,B,665.58,Sold
162,6,1,2024-05-18,B,283.15,Sold
163,60,1,2025-05-25,A,635.02,Sold
164,62,2,2024-12-14,B,656.42,Sold
165,31,2,2024-08-09,A,514.26,In Stock
166,15,3,2023-05-14,B,309.03,Sold
167,45,2,2025-01-18,A,634.68,Sold
168,51,1,2025-08-02,B,433.24,Sold
169,69,1,2025-02-26,D,498.48,Sold
170,65,1,2025-03-12,C,529.12,Sold
171,15,1,2024-07-30,D,155.34,Sold
172,22,1,2022-12-10,C,250.79,Sold
173,18,2,2025-08-03,B,256.69,Sold
174,10,1,2023-08-08,A,205.61,Sold
175,55,1,2024-04-26,C,848.58,In Stock
176,17,3,2024-05-16,B,282.71,Sold
177,63,3,2025-05-21,A,690.33,Sold
178,65,3,2025-01-13,C,562.36,Sold
179,43,3,2024-01-24,C,435.98,Sold
180,61,1,2025-07-20,C,507.66,Sold
181,7,3,2024-11-23,C,172.77,Sold
182,50,1,2024-05-23,A,609.4,Sold
183,47,3,2022-10-18,A,1006.4,Sold
184,33,1,2023-10-18,D,282.24,Sold
185,43,1,2023-02-05,C,639.03,Sold
186,21,2,2023-11-24,C,331.07,In Stock
187,8,1,2025-05-05,A,240.72,Sold
188,55,1,2023-11-28,A,1283.91,Sold
189,49,3,2024-01-07,A,847.48,Sold
190,10,2,2024-11-07,A,156.53,Sold
191,34,3,2024-12-20,B,394.57,Sold
192,21,2,2024-11-10,B,330.12,Sold
193,35,3,2022-10-29,A,786.34,Sold
194,5,1,2024-03-16,B,242.72,Sold
195,54,1,2023-11-29,A,1068.51,Sold
196,12,1,2024-07-31,C,176.1,Sold
197,39,3,2025-07-11,A,327.21,Sold
198,34,2,2025-01-15,A,452.34,Sold
199,52,2,2025-04-04,C,338.73,Sold
200,50,2,2024-10-16,B,408.55,Sold
201,51,1,2024-08-14,A,734.97,Sold
202,58,2,2024-10-25,C,649.6,Sold
203,31,3,2024-06-06,D,322.6,Sold
204,6,3,2023-03-24,C,298.24,Sold
205,30,1,2024-11-05,C,306.28,Sold
206,33,2,2024-02-13,A,445.96,In Stock
207,50,1,2025-04-26,B,368.0,Sold
208,58,2,2025-04-22,A,841.78,Sold
209,50,1,2025-03-05,C,322.11,Sold
210,7,3,2024-05-05,C,192.52,Sold
211,52,2,2023-10-15,B,693.86,Sold
212,42,3,2024-06-24,A,467.74,Sold
213,55,1,2023-12-22,C,907.64,Sold
214,22,3,2023-03-01,B,292.62,Sold
215,19,2,2025-06-10,D,145.32,Sold
216,9,2,2023-12-28,B,339.86,Sold
217,10,3,2023-06-16,A,227.27,Sold
218,55,1,2025-04-15,A,749.4,Sold
219,67,3,2025-01-20,C,726.52,Sold
220,21,3,2022-12-05,A,557.93,Sold
221,28,3,2023-12-02,A,384.83,Sold
222,16,3,2024-02-17,B,280.7,Sold
223,71,2,2025-06-02,A,1085.17,Sold
224,15,2,2024-01-13,A,298.56,In Stock
225,62,3,2024-11-27,A,733.29,Sold
226,62,2,2024-10-01,B,692.68,In Stock
227,55,1,2023-12-28,A,1254.25,Sold
228,24,3,2023-02-23,A,458.03,Sold
229,4,3,2025-07-17,C,133.5,Sold
230,11,2,2022-11-02,B,272.87,Sold
231,1,1,2025-05-04,C,94.97,Sold
232,44,1,2023-08-30,C,652.09,Sold
233,3,1,2023-05-15,B,225.75,Sold
234,55,3,2024-09-16,C,762.01,Sold
235,33,3,2024-10-20,C,299.51,Sold
236,51,1,2024-07-28,A,748.3,Sold
237,70,2,2025-05-10,A,963.53,Sold
238,3,3,2023-02-07,B,229.65,Sold
239,36,1,2024-06-29,A,352.07,Sold
240,2,2,2023-08-03,B,185.07,Sold
241,3,2,2024-03-21,D,119.25,Sold
242,69,2,2024-12-11,A,888.66,Sold
243,33,3,2024-05-26,A,421.04,Sold
244,34,2,2023-12-03,A,568.73,Sold
245,34,3,2025-05-23,C,308.26,Sold
246,13,1,2024-09-09,B,201.78,Sold
247,69,2,2024-09-25,C,703.46,In Stock
248,27,3,2023-06-16,A,481.71,Sold
249,41,2,2024-05-16,A,558.89,Sold
250,34,1,2024-06-09,A,490.53,Sold
251,42,3,2023-10-22,B,482.66,Sold
252,68,2,2025-05-31,B,933.29,Sold
253,23,2,2023-03-16,B,338.21,Sold
254,5,3,2023-05-05,A,332.5,Sold
255,47,1,2024-11-24,A,534.89,Sold
256,11,3,2025-06-16,A,182.94,Sold
257,45,2,2024-01-12,A,782.99,In Stock
258,10,2,2025-02-24,C,114.24,In Stock
259,53,3,2023-12-30,A,927.09,Sold
260,5,3,2024-05-15,C,192.63,In Stock
261,16,3,2024-04-20,A,305.87,Sold
262,56,1,2024-09-29,B,648.45,Sold
263,56,1,2024-02-16,B,955.18,Sold
264,67,1,2025-06-02,D,518.06,Sold
265,38,3,2023-12-28,C,390.07,Sold
266,3,1,2025-02-17,B,151.98,Sold
267,61,1,2025-02-25,A,727.56,Sold
268,57,2,2025-03-16,A,743.58,Sold
269,59,3,2025-04-05,C,422.96,Sold
270,68,3,2024-12-05,B,1011.93,Sold
271,62,3,2025-07-04,B,582.72,Sold
272,59,3,2025-03-27,B,553.75,Sold
273,37,3,2023-09-02,B,518.53,Sold
274,49,2,2023-09-04,B,989.97,Sold
275,67,2,2024-09-21,A,1051.11,Sold
276,21,3,2023-11-06,C,347.51,Sold
277,11,3,2022-12-27,C,231.48,Sold
278,64,3,2025-06-17,A,760.78,Sold
279,27,2,2023-11-08,C,328.85,Sold
280,32,3,2024-03-08,C,316.44,Sold
281,24,2,2024-06-21,C,266.99,Sold
282,15,2,2025-06-17,D,127.35,Sold
283,56,3,2024-12-11,B,602.42,Sold
284,3,2,2023-05-09,A,249.91,In Stock
285,8,3,2022-11-06,B,358.76,Sold
286,12,2,2023-01-30,A,333.62,Sold
287,38,1,2024-12-15,B,395.55,Sold
288,30,2,2023-11-20,A,542.6,Sold
289,50,1,2024-09-02,C,446.03,Sold
290,21,2,2025-07-07,B,287.11,Sold
291,24,3,2023-11-28,C,289.6,Sold
292,41,3,2023-05-29,C,599.18,Sold
293,67,1,2025-02-27,C,711.78,Sold
294,45,1,2024-11-30,C,470.43,Sold
295,7,1,2025-06-09,A,201.23,Sold
296,29,3,2023-10-15,B,395.52,Sold
297,16,3,2025-03-16,C,175.04,In Stock
298,61,3,2024-11-11,B,718.39,Sold
299,10,3,2022-10-04,A,250.5,Sold
300,27,2,2024-05-23,C,283.3,Sold
301,45,2,2024-12-13,D,355.66,Sold
302,35,3,2023-01-14,A,703.14,Sold
303,34,2,2024-05-26,A,510.57,Sold
304,34,1,2024-11-02,A,455.87,Sold
305,45,2,2022-09-26,A,1299.61,Sold
306,61,2,2024-10-29,C,587.88,Sold
307,2,3,2024-11-30,B,135.69,Sold
308,44,2,2024-03-06,A,680.16,Sold
309,9,3,2022-09-26,D,269.42,Sold
310,30,2,2023-08-12,A,554.23,Sold
311,18,1,2023-04-30,B,429.5,Sold
312,66,2,2025-04-13,A,753.4,Sold
313,20,3,2022-08-17,A,512.46,Sold
314,24,3,2024-11-28,A,309.95,Sold
315,40,3,2025-01-25,D,229.48,Sold
316,69,1,2024-11-21,B,826.11,Sold
317,60,2,2025-05-19,C,477.68,Sold
318,18,3,2023-04-30,B,443.01,Sold
319,4,3,2024-01-08,C,188.81,Sold
320,42,3,2023-04-28,A,797.82,Sold
321,37,1,2025-07-26,C,231.44,Sold
322,63,2,2024-11-17,A,767.31,Sold
323,59,2,2024-10-20,A,667.71,Sold
324,6,2,2024-09-10,C,216.84,In Stock
325,26,2,2024-05-02,B,281.9,Sold
326,3,2,2023-03-31,C,185.72,Sold
327,52,2,2025-05-27,A,449.62,Sold
328,64,3,2024-12-02,C,640.19,Sold
329,2,3,2024-02-08,B,169.83,Sold
330,58,2,2024-03-08,B,1213.62,Sold
331,54,3,2024-02-23,B,926.23,Sold
332,61,1,2024-10-03,C,569.47,Sold
333,38,3,2022-11-25,C,614.58,Sold
334,66,2,2024-10-15,B,802.16,Sold
335,50,1,2023-09-28,B,666.24,Sold
336,5,3,2022-10-02,A,375.15,Sold
337,6,2,2023-09-17,C,258.48,Sold
338,71,1,2025-07-21,C,802.89,Sold
339,31,2,2023-10-18,A,634.55,Sold
340,19,1,2024-12-13,B,254.19,Sold
341,6,3,2025-04-06,A,267.16,In Stock
342,19,3,2024-08-09,B,270.73,Sold
343,60,2,2025-01-23,B,584.67,Sold
344,49,1,2025-06-12,B,517.44,Sold
345,41,1,2023-03-20,A,899.83,Sold
346,10,1,2025-02-16,A,149.11,Sold
347,30,3,2023-02-23,B,552.74,Sold
348,47,1,2024-10-11,A,551.6,Sold
349,56,3,2024-01-19,B,953.91,Sold
350,1,1,2025-05-13,B,115.01,Sold
351,31,1,2023-12-17,A,608.76,Sold
352,14,3,2022-12-14,C,247.48,Sold
353,65,2,2025-05-04,B,608.72,Sold
354,38,2,2024-09-11,C,340.16,Sold
355,53,2,2024-08-23,A,818.39,Sold
356,42,2,2023-10-31,B,484.72,Sold
357,6,3,2024-02-19,C,244.65,Sold
358,68,3,2025-06-19,B,936.52,Sold
359,34,3,2023-10-28,A,571.0,Sold
360,30,3,2024-09-10,D,262.05,In Stock
361,25,3,2024-11-22,B,221.93,Sold
362,24,3,2022-08-16,B,597.86,Sold
363,24,3,2023-06-06,A,449.76,Sold
364,61,3,2024-09-23,D,463.74,Sold
365,57,2,2024-10-17,B,718.48,Sold
366,52,1,2024-08-29,B,605.04,Sold
367,42,1,2024-05-21,C,371.63,Sold
368,4,1,2022-12-08,A,312.51,Sold
369,24,1,2024-04-04,C,267.13,Sold
370,61,3,2025-05-23,B,625.88,Sold
371,16,3,2025-05-21,D,134.89,Sold
372,39,2,2023-12-08,C,334.93,Sold
373,17,3,2024-10-27,A,298.08,Sold
374,47,1,2023-08-20,A,854.12,Sold
375,25,1,2023-10-27,A,321.11,Sold
376,43,2,2023-11-24,A,609.44,In Stock
377,70,1,2025-04-06,B,913.06,Sold
378,23,3,2022-09-04,A,510.49,Sold
379,37,3,2025-06-07,C,236.07,Sold
380,51,1,2024-08-15,C,547.04,Sold
381,50,1,2024-01-25,A,681.93,Sold
382,60,2,2024-11-25,B,601.97,Sold
383,54,1,2024-07-30,A,970.34,Sold
384,59,2,2025-02-28,B,550.12,In Stock
385,57,1,2025-03-15,D,442.77,In Stock
386,56,3,2023-10-15,A,1155.57,Sold
387,70,2,2024-12-19,C,779.5,Sold
388,1,2,2023-05-05,A,206.21,Sold
389,69,2,2025-06-22,A,823.99,In Stock
390,10,3,2023-12-25,B,171.45,Sold
391,46,2,2025-03-26,B,404.16,Sold
392,2,1,2024-05-27,B,161.06,Sold
393,13,1,2023-09-11,B,237.16,Sold
394,19,1,2024-09-17,A,305.01,Sold
395,45,3,2025-07-18,A,571.34,Sold
396,57,1,2024-11-20,C,598.17,Sold
397,56,3,2024-05-26,B,884.16,Sold
398,24,2,2024-04-19,A,373.13,Sold
399,31,1,2025-02-14,C,348.58,Sold
400,65,3,2025-02-27,B,631.64,Sold
401,62,3,2025-04-11,C,502.86,Sold
402,58,1,2024-09-10,B,1027.03,Sold
403,49,3,2024-12-08,D,401.52,Sold
404,10,3,2023-01-27,A,240.73,Sold
405,54,1,2024-11-09,A,720.71,In Stock
406,42,2,2025-03-02,A,422.84,Sold
407,30,3,2023-07-13,A,578.36,Sold
408,49,2,2024-09-05,C,506.45,Sold
409,14,1,2024-02-06,A,265.76,Sold
410,49,3,2023-05-13,D,677.76,Sold
411,22,1,2023-12-09,B,255.17,Sold
412,51,2,2023-09-26,A,916.26,Sold
413,23,2,2024-09-01,A,277.04,Sold
414,41,3,2023-05-18,B,750.4,Sold
415,53,1,2024-09-01,B,682.34,Sold
416,12,3,2022-12-09,A,343.6,Sold
417,48,2,2025-02-20,C,418.3,Sold
418,56,3,2024-09-08,A,904.66,Sold
419,23,3,2023-10-10,C,244.07,Sold
420,36,3,2023-06-12,B,485.73,Sold
421,7,3,2024-09-19,C,169.37,Sold
422,10,3,2024-12-08,A,155.57,Sold
423,47,2,2022-10-27,A,992.58,Sold
424,33,1,2025-03-17,A,359.53,Sold
425,55,1,2023-09-28,A,1274.29,In Stock
426,39,3,2023-02-26,C,496.16,Sold
427,34,2,2022-11-08,C,511.54,Sold
428,34,1,2023-08-02,B,555.19,Sold
429,17,2,2024-08-19,A,309.86,Sold
430,63,1,2025-03-09,B,669.51,Sold
431,38,1,2024-12-28,A,428.15,Sold
432,23,3,2024-12-19,B,235.57,Sold
433,3,3,2025-05-25,A,160.71,Sold
434,46,2,2024-12-04,A,490.01,Sold
435,57,1,2024-05-04,A,1138.02,Sold
436,65,1,2025-02-06,A,742.12,Sold
437,11,3,2022-09-25,A,310.48,Sold
438,21,2,2023-10-12,C,343.74,Sold
439,24,1,2023-12-28,C,286.55,Sold
440,20,2,2024-08-23,C,254.85,Sold
441,38,3,2025-07-25,A,384.01,Sold
442,71,3,2025-04-16,B,991.68,Sold
443,46,2,2023-09-18,C,561.99,Sold
444,11,3,2025-03-01,A,183.96,Sold
445,9,1,2024-09-19,C,225.91,Sold
446,8,2,2024-03-25,A,297.03,Sold
447,52,1,2024-04-01,B,618.43,Sold
448,54,2,2025-02-05,C,494.99,Sold
449,7,3,2025-04-14,B,193.05,Sold
450,56,2,2024-03-09,C,766.2,Sold
451,28,2,2023-12-31,C,287.69,Sold
452,16,1,2024-11-09,A,256.76,Sold
453,32,2,2023-05-12,B,428.27,Sold
454,14,2,2024-07-04,A,245.08,Sold
455,31,3,2024-09-16,C,364.5,In Stock
456,11,3,2022-11-27,A,309.12,Sold
457,54,3,2024-12-11,B,611.39,Sold
458,41,2,2025-03-13,B,395.67,Sold
459,64,3,2025-02-06,D,486.26,Sold
460,27,2,2023-10-20,C,341.53,Sold
461,66,3,2024-10-27,B,783.32,Sold
462,1,1,2023-01-06,A,216.27,Sold
463,71,2,2025-04-12,B,996.14,Sold
464,38,3,2022-09-17,B,769.81,Sold
465,12,3,2023-05-11,B,281.15,Sold
466,7,1,2023-01-31,C,249.55,Sold
467,24,1,2025-07-08,C,203.71,Sold
468,53,2,2025-08-01,A,520.0,Sold
469,8,2,2022-12-22,A,402.55,Sold
470,2,2,2024-04-12,B,163.65,Sold
471,43,1,2023-02-02,B,809.48,Sold
472,71,1,2024-11-26,A,1267.8,Sold
473,42,1,2023-06-07,B,677.91,Sold
474,45,1,2025-01-20,C,453.55,Sold
475,64,3,2024-09-24,B,778.43,Sold
476,65,3,2025-06-24,C,483.81,Sold
477,69,3,2025-07-29,A,787.87,Sold
478,7,3,2023-01-21,A,352.42,Sold
479,68,3,2024-12-08,B,1034.2,Sold
480,44,2,2024-07-04,A,588.7,Sold
481,6,3,2023-03-06,B,355.46,Sold
482,67,2,2024-10-11,A,1053.37,Sold
483,61,2,2025-02-18,B,657.1,Sold
484,50,3,2024-10-31,B,399.94,Sold
485,68,2,2025-03-29,D,641.83,Sold
486,3,3,2022-08-15,B,253.63,Sold
487,62,2,2025-06-27,B,561.21,Sold
488,43,1,2024-10-29,B,445.53,Sold
489,50,2,2023-10-26,C,516.78,Sold
490,40,2,2023-03-05,D,424.5,Sold
491,67,2,2025-03-26,C,710.23,Sold
492,1,3,2024-07-02,C,112.67,Sold
493,53,2,2025-01-02,A,572.76,Sold
494,43,1,2023-03-17,A,876.05,Sold
495,65,3,2024-09-24,B,697.6,Sold
496,4,2,2024-05-22,A,231.13,Sold
497,15,1,2025-03-05,A,228.01,Sold
498,68,1,2024-11-04,B,1044.4,In Stock
499,16,3,2024-03-20,B,269.35,In Stock
500,47,2,2023-03-14,A,908.05,Sold
501,69,3,2025-07-07,C,599.92,Sold
502,70,3,2025-01-04,C,773.63,Sold
503,2,2,2024-09-17,B,149.55,Sold
504,31,3,2024-02-06,A,554.05,Sold
505,22,1,2023-09-05,B,256.39,Sold
506,2,3,2023-11-16,A,200.13,In Stock
507,36,1,2025-07-10,A,286.32,Sold
508,30,1,2025-05-07,C,272.91,Sold
509,18,1,2023-10-06,C,321.74,Sold
510,21,1,2022-12-30,A,589.14,Sold
511,58,3,2024-12-27,D,524.42,Sold
512,69,2,2025-04-09,A,891.63,Sold
513,8,1,2023-11-18,A,321.27,Sold
514,44,2,2023-03-02,A,1037.32,Sold
515,10,1,2025-03-25,A,143.22,Sold
516,63,1,2025-07-29,D,382.68,Sold
517,24,1,2023-11-15,B,373.86,Sold
518,57,3,2025-01-31,A,744.09,Sold
519,70,1,2024-09-27,A,1086.04,Sold
520,47,3,2023-11-27,B,581.41,Sold
521,42,1,2023-07-05,A,774.17,Sold
522,26,1,2023-07-29,A,381.08,Sold
523,67,2,2025-06-11,B,829.62,Sold
524,46,3,2023-03-22,C,627.36,Sold
525,58,2,2024-10-09,A,936.04,Sold
526,64,1,2025-01-02,B,758.14,Sold
527,65,3,2025-03-08,C,544.46,Sold
528,41,2,2023-05-03,B,783.86,Sold
529,57,1,2025-05-08,B,667.83,Sold
530,49,2,2025-08-01,A,567.87,Sold
531,40,3,2025-03-13,B,343.06,In Stock
532,32,2,2025-01-23,A,350.82,Sold
533,69,1,2025-07-14,B,752.14,Sold
534,32,3,2024-01-05,C,319.77,Sold
535,25,2,2024-03-14,A,291.24,Sold
536,70,1,2025-06-09,B,871.73,Sold
537,8,1,2024-10-20,A,255.57,In Stock
538,35,2,2022-08-30,A,994.37,In Stock
539,16,3,2024-10-15,B,246.85,Sold
540,3,1,2022-10-10,B,243.74,Sold
541,2,2,2025-05-13,C,105.98,Sold
542,20,3,2024-04-28,A,368.8,Sold
543,56,1,2025-04-28,A,620.37,Sold
544,22,2,2024-05-09,C,190.63,Sold
545,5,1,2022-09-18,C,289.97,Sold
546,32,2,2025-07-05,B,272.85,Sold
547,66,3,2025-03-15,D,461.05,Sold
548,59,1,2025-01-30,C,469.61,Sold
549,35,1,2025-07-08,A,407.97,Sold
550,41,3,2022-11-23,A,968.22,Sold
551,16,3,2023-07-21,A,366.55,In Stock
552,39,2,2024-03-21,C,302.01,Sold
553,36,1,2025-02-28,B,268.79,Sold
554,56,1,2024-10-28,A,736.85,Sold
555,68,3,2025-07-15,A,1022.66,Sold
556,21,1,2023-03-20,A,553.66,Sold
557,48,1,2024-04-23,A,684.1,Sold
558,67,2,2024-09-24,B,932.81,Sold
559,7,3,2023-01-21,A,344.37,Sold
560,16,2,2023-10-10,A,350.02,Sold
561,34,1,2024-10-22,A,456.04,Sold
562,57,1,2023-12-28,C,881.8,Sold
563,50,3,2025-04-10,A,397.12,Sold
564,57,3,2024-05-19,A,1142.28,Sold
565,55,3,2025-01-26,B,671.9,Sold
566,11,2,2025-01-19,B,166.46,Sold
567,26,2,2024-09-01,A,315.02,Sold
568,41,1,2025-06-16,B,383.17,Sold
569,5,2,2023-04-18,B,296.65,Sold
570,54,2,2025-02-03,D,381.6,In Stock
571,45,2,2022-09-27,A,1263.35,Sold
572,35,3,2023-01-01,A,752.45,Sold
573,46,3,2025-07-19,B,380.06,Sold
574,66,3,2025-01-24,B,754.1,Sold
575,47,3,2023-03-24,B,820.93,Sold
576,32,1,2022-12-15,B,499.76,Sold
577,55,3,2025-05-23,C,541.4,Sold
578,32,1,2024-05-14,B,360.39,Sold
579,24,3,2023-06-04,A,441.3,Sold
580,21,1,2023-07-27,A,485.29,In Stock
581,46,1,2023-05-21,B,750.34,Sold
582,5,2,2024-04-10,B,249.46,Sold
583,10,1,2025-03-13,C,107.24,Sold
584,13,1,2023-04-26,B,265.37,Sold
585,3,2,2023-08-06,A,225.63,Sold
586,17,2,2024-06-01,B,287.28,In Stock
587,4,3,2024-01-20,B,220.89,Sold
588,37,3,2023-01-10,B,614.98,Sold
589,45,2,2024-07-26,B,594.11,In Stock
590,31,2,2024-08-25,C,364.19,Sold
591,15,1,2024-07-31,A,258.02,Sold
592,47,1,2023-11-13,C,486.9,Sold
593,8,2,2022-12-28,D,228.7,Sold
594,42,3,2024-08-02,A,456.96,Sold
595,68,1,2025-05-12,A,1046.24,Sold
596,66,1,2024-10-04,C,661.73,Sold
597,21,2,2024-01-30,C,317.72,Sold
598,57,2,2025-07-26,C,519.43,Sold
599,14,2,2025-05-17,B,184.35,Sold
600,37,1,2024-05-04,A,390.52,Sold
601,15,1,2023-01-24,B,327.47,Sold
602,49,1,2024-05-19,A,779.56,Sold
